"","t","month_position","coverage_interp"
"314",314,72.2171113155474,0.467519779208832
"315",315,72.4471021159154,0.469129714811408
"316",316,72.6770929162834,0.470739650413983
"317",317,72.9070837166513,0.472349586016559
"318",318,73.1370745170193,0.476152713891444
"319",319,73.3670653173873,0.481442502299908
"320",320,73.5970561177553,0.486732290708372
"321",321,73.8270469181233,0.492022079116835
"322",322,74.0570377184913,0.496798528058878
"323",323,74.2870285188592,0.500018399264029
"324",324,74.5170193192272,0.503238270469181
"325",325,74.7470101195952,0.506458141674333
"326",326,74.9770009199632,0.509678012879485
"327",327,75.2069917203312,0.511862925482981
"328",328,75.4369825206992,0.513932842686293
"329",329,75.6669733210672,0.516002759889604
"330",330,75.8969641214351,0.518072677092916
"331",331,76.1269549218031,0.520015639374425
"332",332,76.3569457221711,0.521855565777369
"333",333,76.5869365225391,0.523695492180313
"334",334,76.8169273229071,0.525535418583257
"335",335,77.0469181232751,0.502274149034034
"336",336,77.2769089236431,0.381068997240106
"337",337,77.506899724011,0.259863845446185
"338",338,77.736890524379,0.138658693652256
"339",339,77.966881324747,0.0174535418583274
"340",340,78.196872125115,0.000787488500459972
"341",341,78.426862925483,0.00170745170193192
"342",342,78.656853725851,0.00262741490340386
"343",343,78.886844526219,0.0035473781048758
"344",344,79.1168353265869,0.00586936522539099
"345",345,79.3468261269549,0.00954921803127877
"346",346,79.5768169273229,0.0132290708371665
"347",347,79.8068077276909,0.0169089236430543
"348",348,80.0367985280589,0.023091076356946
"349",349,80.2667893284269,0.0424103035878568
"350",350,80.4967801287949,0.0617295308187677
"351",351,80.7267709291628,0.0810487580496785
"352",352,80.9567617295308,0.100367985280589
"353",353,81.1867525298988,0.139856485740572
"354",354,81.4167433302668,0.184014719411225
"355",355,81.6467341306348,0.228172953081878
"356",356,81.8767249310028,0.272331186752532
"357",357,82.1067157313707,0.307098436062557
"358",358,82.3367065317387,0.331017479300828
"359",359,82.5666973321067,0.354936522539098
"360",360,82.7966881324747,0.378855565777369
"361",361,83.0266789328427,0.401147194112235
"362",362,83.2566697332107,0.411036798528059
"363",363,83.4866605335787,0.420926402943882
"364",364,83.7166513339466,0.430816007359706
"365",365,83.9466421343146,0.440705611775529
"366",366,84.1766329346826,0.446002759889604
"367",367,84.4066237350506,0.44991260349586
"368",368,84.6366145354186,0.453822447102116
"369",369,84.8666053357866,0.457732290708372
"370",370,85.0965961361546,0.461448942042318
"371",371,85.3265869365225,0.464898804047838
"372",372,85.5565777368905,0.468348666053358
"373",373,85.7865685372585,0.471798528058878
"374",374,86.0165593376265,0.475165593376265
"375",375,86.2465501379945,0.477465501379945
"376",376,86.4765409383625,0.479765409383625
"377",377,86.7065317387304,0.482065317387304
"378",378,86.9365225390984,0.484365225390984
"379",379,87.1665133394664,0.486165593376265
"380",380,87.3965041398344,0.487775528978841
"381",381,87.6264949402024,0.489385464581417
"382",382,87.8564857405704,0.490995400183993
"383",383,88.0864765409384,0.492432382704692
"384",384,88.3164673413063,0.493582336706532
"385",385,88.5464581416743,0.494732290708372
"386",386,88.7764489420423,0.495882244710212
"387",387,89.0064397424103,0.493799448022077
"388",388,89.2364305427783,0.379494020239188
"389",389,89.4664213431463,0.265188592456299
"390",390,89.6964121435143,0.15088316467341
"391",391,89.9264029438823,0.0365777368905209
"392",392,90.1563937442502,0.000938362465501427
"393",393,90.3863845446182,0.00231830726770934
"394",394,90.6163753449862,0.00369825206991726
"395",395,90.8463661453542,0.00507819687212509
"396",396,91.0763569457222,0.00737442502299902
"397",397,91.3063477460902,0.0115142594296228
"398",398,91.5363385464581,0.0156540938362465
"399",399,91.7663293468261,0.0197939282428703
"400",400,91.9963201471941,0.023933762649494
"401",401,92.2263109475621,0.0432364305427783
"402",402,92.4563017479301,0.0627856485740571
"403",403,92.6862925482981,0.0823348666053359
"404",404,92.9162833486661,0.101884084636615
"405",405,93.146274149034,0.136792088316468
"406",406,93.376264949402,0.180490340386385
"407",407,93.60625574977,0.224188592456303
