kepid,kepoi_name,fpp_koi_period,fpp_prad,fpp_prob,fpp_score,fpp_delivname,fpp_spec_occrate,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2
8631160,K01271.01,162.048,10.88,1.70E-04,1.00E+00,q1_q17_dr25_koi,0.076,156,0.5,1.10E-04,5.90E-05,1.30E-07,1.40E-11,2.00E-07,2.60E-15,0.067,6319,68.28,-68.68,1.49,0.356,-0.221,1.28,0.113,-0.075,9.45,0.058,-0.127,1024,240.8,-151.75,0.12,0.059,-0.059
9264949,K01405.01,11.419,3.18,3.50E-04,1.00E+00,q1_q17_dr25_koi,0.17,92,0.72,7.20E-09,1.90E-04,4.20E-05,2.20E-05,7.50E-05,2.50E-05,0.026,5953,72.48,-72.89,1.12,0.175,-0.109,1.08,0.06,-0.052,9.61,0.128,-0.377,2033,314.91,-205.77,0.09,0.036,-0.052
9271752,K01406.01,11.361,2.77,4.70E-05,1.00E+00,q1_q17_dr25_koi,0.198,58,0.5,2.50E-13,4.10E-05,6.60E-06,1.90E-12,9.30E-16,5.70E-10,0.024,5885,76.42,-78.24,1.06,0.172,-0.109,1.03,0.054,-0.062,9.67,0.155,-0.385,1014,165.54,-107.45,0.09,0.047,-0.057
9150827,K01408.01,14.534,1.47,1.00E-03,1.00E+00,q1_q17_dr25_koi,0.139,103,0.63,4.20E-12,2.20E-22,9.80E-04,2.20E-06,1.50E-08,2.40E-05,0.023,4091,38.69,-39.13,0.59,0.026,-0.032,0.6,0.029,-0.038,9.86,0.227,-0.485,232,13.62,-16.95,0.04,0.059,-0.032
9391208,K01409.01,16.561,2.86,1.30E-02,1.00E+00,q1_q17_dr25_koi,0.196,132,0.5,3.30E-04,9.50E-03,1.60E-03,2.20E-04,5.90E-04,3.80E-04,0.031,5401,55.6,-56.2,0.85,0.091,-0.078,0.83,0.047,-0.057,9.97,0.152,-0.451,883,96.73,-84.51,0.05,0.048,-0.037
9391506,K01410.01,15.75,2.69,1.20E-05,1.00E+00,q1_q17_dr25_koi,0.199,82,0.5,6.00E-11,4.50E-09,1.50E-06,6.20E-12,8.40E-06,5.70E-10,0.025,5763,68.27,-68.31,0.99,0.124,-0.089,0.98,0.053,-0.065,9.74,0.156,-0.42,1240,159.3,-117.08,0.07,0.044,-0.044
9425139,K01411.01,305.076,7.97,1.10E-01,1.00E+00,q1_q17_dr25_koi,0.054,174,0.5,8.50E-03,9.70E-02,7.70E-04,2.80E-05,6.60E-09,2.40E-09,0.062,5734,97.03,-95.6,1.18,0.137,-0.106,1.11,0.052,-0.047,9.65,0.119,-0.232,555,64.45,-51.06,0.34,0.09,-0.086
8950853,K01412.01,37.815,3,3.70E-05,1.00E+00,q1_q17_dr25_koi,0.184,46,0.81,8.40E-08,2.00E-08,3.60E-05,2.00E-07,8.90E-09,3.00E-08,0.021,6049,87.41,-77.55,1.31,0.207,-0.133,1.21,0.065,-0.056,9.51,0.099,-0.219,834,130.91,-84.39,0.09,0.068,-0.058
9006449,K01413.01,12.645,1.53,1.00E-02,9.90E-01,q1_q17_dr25_koi,0.152,37,0.87,6.20E-49,2.90E-75,7.90E-06,3.90E-09,7.30E-16,2.50E-06,0.016,5406,58.08,-57.8,0.88,0.081,-0.06,0.88,0.039,-0.036,9.88,0.195,-0.467,645,59.95,-46.04,0.07,0.041,-0.046
9006449,K01413.02,21.526,1.37,9.90E-01,5.00E-03,q1_q17_dr25_koi,0.133,60,2.22,9.80E-52,5.70E-112,1.30E-59,2.40E-20,1.30E-24,2.50E-60,0.014,5411,54.59,-58.73,0.9,0.084,-0.067,0.88,0.038,-0.04,9.95,0.161,-0.429,658,61.02,-51.49,0.08,0.039,-0.05
9006449,K01413.03,33.885,1.76,1.80E-04,1.00E+00,q1_q17_dr25_koi,0.177,96,0.96,4.00E-13,3.00E-10,1.40E-04,2.50E-06,1.70E-07,2.90E-05,0.018,5410,55.3,-55.25,0.9,0.088,-0.069,0.88,0.036,-0.036,9.94,0.155,-0.422,658,66.61,-51.32,0.08,0.038,-0.048
8916492,K01414.01,4.024,1.54,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.154,8,0.69,7.60E-09,2.90E-01,3.60E-01,2.60E-02,2.30E-01,8.30E-02,0.006,8902,1160.07,-797.91,2.35,0.82,-0.55,2.19,0.482,-0.34,8.67,0.193,-0.177,514,184.72,-125.24,0.48,0.234,-0.283
1432789,K00992.02,4.578,1.38,2.00E-04,1.00E+00,q1_q17_dr25_koi,0.134,55,2.19,2.30E-17,3.10E-10,7.20E-06,4.20E-08,1.50E-05,4.40E-05,0.011,5797,68.26,-66.88,1.15,0.142,-0.131,1.03,0.04,-0.036,9.81,0.103,-0.202,1327,165.68,-150.22,0.26,0.069,-0.066
1718189,K00993.01,21.854,2.09,2.40E-03,1.00E+00,q1_q17_dr25_koi,0.217,101,1.47,5.60E-06,1.40E-03,8.30E-04,1.30E-06,7.20E-06,1.00E-04,0.018,5822,200.84,-130.52,1.06,0.211,-0.121,1.01,0.081,-0.058,9.72,0.195,-0.364,822,166.16,-97.03,0.15,0.146,-0.102
1718189,K00993.02,13.061,1.72,9.10E-01,1.00E+00,q1_q17_dr25_koi,0.182,90,1.59,4.50E-06,7.60E-04,2.10E-01,7.10E-03,3.00E-02,6.60E-01,0.015,5825,210.37,-134.04,1.05,0.169,-0.113,1.01,0.086,-0.064,9.68,0.209,-0.388,810,134.74,-92.12,0.15,0.158,-0.105
1718189,K00993.03,86.724,1.75,1.50E-01,1.00E+00,q1_q17_dr25_koi,0.185,147,4.5,7.90E-05,1.60E-03,6.90E-02,1.10E-04,8.50E-04,8.00E-02,0.015,5816,191.73,-123.28,1.07,0.226,-0.122,1.01,0.079,-0.062,9.71,0.206,-0.363,827,175.75,-99.28,0.14,0.151,-0.096
1431122,K00994.01,4.299,2.04,2.90E-02,1.00E+00,q1_q17_dr25_koi,0.208,48,2.13,4.10E-10,3.90E-07,1.90E-02,5.70E-05,2.70E-05,1.10E-02,0.02,5364,68.84,-63.02,0.94,0.089,-0.065,0.89,0.034,-0.028,10.03,0.11,-0.282,725,71.58,-51.27,0.12,0.077,-0.068
3858949,K00995.01,25.952,24.52,1.00E+00,6.90E-01,q1_q17_dr25_koi,0.01,979,1.89,5.70E-36,3.00E-76,1.30E-02,1.90E-08,1.00E-12,6.70E-01,0.257,5391,128.99,-74.77,0.88,0.077,-0.061,0.88,0.046,-0.046,9.88,0.195,-0.42,682,63.29,-49.84,0.09,0.121,-0.066
3858824,K00996.01,25.952,27.58,1.00E+00,9.20E-01,q1_q17_dr25_koi,0.006,1786,2.04,3.20E-27,6.70E-86,2.10E-02,2.60E-09,3.00E-11,9.00E-01,0.304,5240,134.02,-101.6,0.83,0.066,-0.051,0.84,0.043,-0.046,9.93,0.179,-0.428,842,74.05,-55.65,0.16,0.14,-0.111
1432214,K00998.01,161.788,35.54,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.001,1150,0.5,1.10E-01,8.60E-01,3.90E-04,8.40E-05,1.50E-06,2.80E-16,0.273,6023,62.11,-61.8,1.19,0.114,-0.092,1.12,0.046,-0.038,9.57,0.11,-0.212,1770,171.12,-138.53,0.31,0.054,-0.06
2165002,K00999.01,16.568,2.77,9.70E-05,1.00E+00,q1_q17_dr25_koi,0.202,169,0.5,1.10E-08,9.20E-11,7.70E-05,1.30E-05,3.60E-06,6.90E-08,0.033,5127,43.72,-38.64,0.77,0.019,-0.024,0.83,0.03,-0.033,9.52,0.235,-0.392,785,23.07,-26.41,0.04,0.05,-0.027
2165002,K00999.02,47.333,2.35,4.10E-02,1.00E+00,q1_q17_dr25_koi,0.214,541,0.81,2.20E-03,3.10E-02,4.30E-03,1.40E-04,1.30E-03,1.90E-03,0.028,5129,45.07,-41.27,0.77,0.019,-0.025,0.83,0.031,-0.036,9.52,0.241,-0.378,785,24.27,-28.32,0.04,0.052,-0.028
2441728,K01000.01,0.857,1.09,1.20E-01,1.00E+00,q1_q17_dr25_koi,0.105,12,0.5,1.10E-13,6.40E-07,5.70E-03,7.70E-05,3.40E-03,1.10E-01,0.009,6002,203.55,-163.97,1.11,0.212,-0.138,1.06,0.107,-0.075,9.57,0.191,-0.351,527,103.8,-69.95,0.19,0.146,-0.12
8410727,K01148.01,11.476,1.88,2.30E-05,1.00E+00,q1_q17_dr25_koi,0.206,32,0.63,9.70E-08,1.60E-06,4.90E-07,1.10E-08,4.80E-11,1.60E-10,0.013,6134,60.72,-61.38,1.33,0.235,-0.164,1.17,0.088,-0.055,9.57,0.082,-0.133,1004,181.17,-124.94,0.04,0.044,-0.03
8410727,K01148.02,25.263,1.6,6.40E-03,1.00E+00,q1_q17_dr25_koi,0.164,52,2.22,9.90E-08,1.60E-05,1.70E-03,2.70E-04,8.10E-05,4.30E-03,0.011,6132,62.66,-61.27,1.34,0.206,-0.172,1.17,0.076,-0.052,9.57,0.09,-0.15,1009,155.23,-128.26,0.04,0.049,-0.029
8278371,K01150.01,0.677,0.91,2.30E-06,1.00E+00,q1_q17_dr25_koi,0.077,8,0.69,7.20E-27,2.70E-22,2.30E-06,1.60E-08,4.60E-09,1.30E-13,0.008,5760,60.09,-57.42,1.04,0.101,-0.077,1,0.032,-0.034,9.79,0.112,-0.243,533,52.67,-39.51,0.06,0.048,-0.041
8280511,K01151.01,10.435,1.24,6.10E-06,1.00E+00,q1_q17_dr25_koi,0.12,31,0.75,1.60E-12,1.90E-14,4.90E-06,1.00E-09,7.70E-12,2.10E-09,0.013,5548,57.3,-56.57,0.88,0.051,-0.046,0.88,0.041,-0.047,9.81,0.17,-0.335,422,25,-23.31,0.07,0.055,-0.045
8280511,K01151.02,7.411,0.96,4.70E-05,1.00E+00,q1_q17_dr25_koi,0.087,26,1.05,2.70E-18,5.10E-21,4.40E-05,1.10E-06,2.50E-08,6.30E-07,0.01,5548,59.62,-57.18,0.88,0.055,-0.046,0.88,0.04,-0.045,9.81,0.168,-0.322,424,26.76,-23.09,0.07,0.053,-0.046
8280511,K01151.03,5.25,0.67,1.00E-03,1.00E+00,q1_q17_dr25_koi,0.03,23,2.28,1.00E-15,1.80E-16,6.70E-04,1.40E-05,3.40E-06,3.20E-04,0.007,5545,60.87,-56.69,0.88,0.053,-0.046,0.88,0.04,-0.044,9.82,0.169,-0.315,423,26.14,-23.54,0.07,0.055,-0.046
8280511,K01151.04,17.453,0.77,2.40E-03,1.00E+00,q1_q17_dr25_koi,0.049,44,2.46,9.80E-11,3.30E-13,1.80E-03,2.40E-06,2.10E-06,3.40E-04,0.008,5549,59.77,-55.55,0.88,0.054,-0.047,0.88,0.041,-0.045,9.81,0.173,-0.335,423,26.67,-24.04,0.07,0.056,-0.045
8280511,K01151.05,21.72,0.86,2.70E-01,1.00E+00,q1_q17_dr25_koi,0.057,54,2.58,1.00E-07,1.00E-09,7.10E-02,1.10E-03,1.40E-03,1.90E-01,0.009,5548,64.9,-59.73,0.88,0.054,-0.048,0.88,0.042,-0.045,9.81,0.178,-0.308,423,27.52,-24.07,0.07,0.057,-0.046
10287248,K01152.01,4.722,16.31,4.50E-01,1.00E+00,q1_q17_dr25_koi,0.055,8720,0.5,4.40E-01,5.10E-05,1.00E-02,4.20E-03,3.00E-04,7.20E-20,0.271,4306,35.51,-32.98,0.55,0.018,-0.014,0.58,0.022,-0.015,9.11,0.459,-0.476,193,9.22,-7.29,0.01,0.009,-0.004
10351767,K01153.01,0.635,55.5,9.20E-01,1.00E+00,q1_q17_dr25_koi,0.001,35544,0.5,6.60E-25,5.20E-16,6.60E-02,8.90E-02,7.60E-01,3.40E-03,0.5,5840,145.51,-94.36,1.02,0.139,-0.11,0.98,0.07,-0.079,9.73,0.187,-0.384,916,126.69,-104.34,0.09,0.113,-0.066
10295951,K01154.01,6.811,22.12,4.90E-01,1.00E+00,q1_q17_dr25_koi,0.01,339,0.5,9.10E-02,4.00E-01,2.90E-06,1.10E-11,8.40E-15,5.40E-28,0.115,7227,465.94,-388.27,1.76,0.648,-0.298,1.58,0.231,-0.173,9.04,0.159,-0.214,896,319.66,-160.28,0.34,0.229,-0.212
8806072,K01273.01,40.059,3.66,4.90E-03,1.00E+00,q1_q17_dr25_koi,0.129,151,0.5,7.80E-06,4.20E-03,7.30E-04,1.80E-11,1.90E-06,1.10E-05,0.036,5494,62.78,-65.75,0.93,0.103,-0.075,0.92,0.04,-0.038,9.88,0.175,-0.446,856,93.5,-71.04,0.1,0.043,-0.06
8583696,K01275.01,50.286,3.75,1.90E-03,1.00E+00,q1_q17_dr25_koi,0.113,71,0.5,3.10E-05,1.60E-03,4.20E-08,4.90E-19,1.20E-28,2.00E-10,0.03,5889,95.88,-91.69,1.15,0.161,-0.119,1.04,0.048,-0.05,9.75,0.119,-0.217,631,89.12,-66,0.41,0.081,-0.083
8804283,K01276.01,22.79,2.43,1.70E-04,1.00E+00,q1_q17_dr25_koi,0.209,80,2.55,4.90E-07,1.50E-06,1.70E-04,1.40E-09,2.00E-11,6.50E-07,0.022,5495,51.98,-48.39,1.01,0.117,-0.101,0.92,0.032,-0.024,10.02,0.101,-0.251,903,105.39,-91.05,0.07,0.05,-0.044
8804283,K01276.02,13.261,1.44,5.30E-04,1.00E+00,q1_q17_dr25_koi,0.139,60,2.94,2.00E-11,2.40E-12,2.70E-04,2.70E-06,9.40E-06,2.40E-04,0.013,5497,49.08,-49.57,1.02,0.117,-0.097,0.92,0.031,-0.025,10.03,0.087,-0.242,907,104.66,-87.62,0.07,0.047,-0.046
8552565,K01277.01,1.062,1.44,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.16,85,1.26,7.80E-45,5.90E-36,2.60E-22,1.30E-06,3.80E-04,1.00E+00,0.011,6089,83.13,-117.01,1.2,0.258,-0.152,1.13,0.093,-0.076,9.55,0.138,-0.318,554,120.3,-71.24,0.15,0.048,-0.08
8609450,K01278.01,24.806,2.29,4.80E-05,1.00E+00,q1_q17_dr25_koi,0.216,106,0.5,4.10E-11,5.40E-12,4.10E-06,1.20E-09,7.30E-11,9.40E-13,0.023,5687,61.89,-51.2,0.92,0.081,-0.071,0.87,0.05,-0.053,9.88,0.148,-0.314,1075,98.5,-86.02,0.04,0.052,-0.03
8609450,K01278.02,44.347,2.58,3.60E-05,1.00E+00,q1_q17_dr25_koi,0.207,122,0.6,1.90E-07,2.40E-07,5.70E-06,3.40E-06,4.90E-09,2.90E-09,0.026,5685,63.04,-54.16,0.91,0.086,-0.07,0.87,0.05,-0.054,9.88,0.156,-0.308,1071,101.99,-84.84,0.04,0.05,-0.03
8609450,K01278.03,9.221,1.09,2.40E-04,1.00E+00,q1_q17_dr25_koi,0.101,59,1.56,3.20E-22,2.90E-19,3.20E-05,1.50E-07,6.80E-11,2.20E-05,0.011,5687,62.96,-54.04,0.91,0.082,-0.069,0.88,0.047,-0.057,9.88,0.155,-0.307,1071,97.79,-82.56,0.04,0.056,-0.031
8609450,K01278.04,13.64,1.19,4.70E-04,1.00E+00,q1_q17_dr25_koi,0.109,67,2.04,1.40E-17,2.40E-23,1.70E-04,6.50E-07,7.10E-10,5.50E-05,0.012,5685,61.83,-52.53,0.91,0.084,-0.07,0.88,0.046,-0.05,9.87,0.144,-0.323,1068,99.96,-83.5,0.04,0.049,-0.031
8609450,K01278.05,203.251,1.38,5.00E-02,1.00E+00,q1_q17_dr25_koi,0.136,301,2.07,3.20E-04,4.20E-03,1.60E-02,4.50E-04,3.80E-03,2.50E-02,0.014,5685,62.32,-51.58,0.91,0.076,-0.068,0.88,0.049,-0.05,9.84,0.159,-0.354,1066,90.28,-82.01,0.04,0.051,-0.029
8628758,K01279.01,14.375,1.98,9.00E-08,1.00E+00,q1_q17_dr25_koi,0.198,37,0.5,8.10E-13,6.40E-11,4.80E-08,1.90E-08,8.50E-12,7.00E-13,0.017,5806,89.22,-76.39,1.07,0.117,-0.1,1,0.046,-0.044,9.79,0.116,-0.292,662,74.01,-63.31,0.1,0.077,-0.062
11517719,K01416.01,2.496,16.65,7.70E-05,1.00E+00,q1_q17_dr25_koi,0.05,388,0.5,2.00E-13,7.70E-05,5.00E-50,5.50E-19,1.40E-25,5.20E-55,0.145,5895,131.76,-162.21,1.05,0.164,-0.113,1.03,0.075,-0.066,9.64,0.168,-0.361,776,124.92,-87.59,0.21,0.096,-0.131
11599264,K01417.01,8.428,,,,q1_q17_dr25_koi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11100657,K01418.01,8.344,,,,q1_q17_dr25_koi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11125936,K01419.01,1.336,35.73,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,171,0.5,1.60E-05,2.80E-01,1.00E-02,1.30E-02,4.60E-01,2.30E-01,0.333,5686,73.44,-70.13,0.98,0.137,-0.1,0.94,0.047,-0.061,9.86,0.142,-0.411,1310,186.76,-133.26,0.07,0.05,-0.048
11026304,K01420.01,13.352,4.26,1.10E-04,1.00E+00,q1_q17_dr25_koi,0.097,184,0.84,1.50E-09,2.80E-11,1.10E-04,2.40E-19,6.10E-32,6.80E-09,0.054,4760,47.74,-57.92,0.72,0.029,-0.036,0.76,0.039,-0.044,9.78,0.304,-0.691,715,33.6,-37.7,0.13,0.055,-0.079
11497958,K01422.01,5.842,1.34,3.00E-06,1.00E+00,q1_q17_dr25_koi,0.129,184,0.5,7.70E-23,2.10E-22,2.90E-06,1.10E-09,1.20E-12,1.30E-08,0.033,3551,33.45,-33.43,0.37,0.033,-0.036,0.39,0.038,-0.041,9.9,0.204,-0.468,168,18.32,-17.81,0.07,0.062,-0.049
11497958,K01422.02,19.85,1.46,3.70E-05,1.00E+00,q1_q17_dr25_koi,0.144,316,0.51,4.00E-16,2.00E-24,3.60E-05,6.20E-09,2.00E-10,1.00E-06,0.036,3551,35.24,-33.65,0.37,0.033,-0.035,0.39,0.038,-0.04,9.89,0.204,-0.44,168,18.3,-17.68,0.08,0.065,-0.052
11497958,K01422.03,10.864,1.1,5.60E-03,1.00E+00,q1_q17_dr25_koi,0.104,312,1.38,2.00E-09,1.90E-13,3.80E-03,1.50E-05,2.00E-06,1.80E-03,0.027,3551,35.05,-33.46,0.37,0.033,-0.034,0.39,0.038,-0.039,9.9,0.205,-0.418,169,18.05,-17.55,0.07,0.066,-0.049
11497958,K01422.04,63.335,1.14,2.10E-03,1.00E+00,q1_q17_dr25_koi,0.108,505,1.11,4.00E-13,2.00E-25,1.10E-03,2.00E-07,2.90E-10,5.50E-04,0.028,3550,35.83,-34.75,0.37,0.034,-0.037,0.39,0.038,-0.043,9.9,0.208,-0.423,169,18.46,-18.67,0.07,0.064,-0.049
11497958,K01422.05,34.142,1.01,1.00E-01,1.00E+00,q1_q17_dr25_koi,0.096,391,15.3,1.00E-11,8.10E-20,8.30E-02,9.90E-07,9.00E-08,2.10E-02,0.025,3552,34.04,-33.53,0.37,0.034,-0.034,0.39,0.038,-0.039,9.89,0.212,-0.465,169,18.46,-17.62,0.08,0.061,-0.05
11177707,K01423.01,124.42,5.38,3.60E-02,1.00E+00,q1_q17_dr25_koi,0.061,613,0.5,0.00E+00,3.60E-02,5.00E-05,0.00E+00,5.50E-05,4.00E-08,0.057,5225,36.51,-34.57,0.86,0.046,-0.046,0.86,0.03,-0.024,10,0.137,-0.376,1108,61.84,-59.65,0.02,0.03,-0.015
11611600,K01424.01,1.22,1.62,2.10E-05,1.00E+00,q1_q17_dr25_koi,0.156,35,0.5,6.50E-19,4.90E-15,2.10E-05,6.10E-09,3.20E-08,1.40E-08,0.02,4847,58.65,-67.2,0.74,0.03,-0.035,0.77,0.034,-0.04,9.91,0.197,-0.464,558,25.98,-28.58,0.13,0.079,-0.087
11254382,K01425.01,2.054,2.61,5.70E-04,1.00E+00,q1_q17_dr25_koi,0.201,50,0.57,4.10E-08,5.10E-04,1.70E-05,5.50E-07,3.40E-05,7.30E-08,0.021,5666,64.17,-55.47,1.14,0.19,-0.15,0.99,0.043,-0.031,9.94,0.084,-0.216,1364,228.03,-181.17,0.08,0.065,-0.05
1871056,K01001.01,40.807,3.26,6.90E-04,1.00E+00,q1_q17_dr25_koi,0.158,70,0.9,1.60E-07,4.50E-08,6.90E-04,2.50E-08,6.20E-12,6.40E-12,0.016,6265,91.36,-92.47,1.87,0.43,-0.389,1.4,0.149,-0.13,9.43,0.079,-0.102,892,202.56,-184.79,0.35,0.07,-0.069
1871056,K01001.02,140.108,3.05,7.20E-03,9.90E-01,q1_q17_dr25_koi,0.185,151,2.34,1.40E-07,4.20E-09,4.00E-10,1.60E-13,1.50E-18,2.10E-16,0.015,6264,89.19,-88.59,1.86,0.413,-0.407,1.4,0.143,-0.131,9.43,0.078,-0.102,887,194.09,-191.52,0.35,0.068,-0.069
1865042,K01002.01,3.482,1.04,8.80E-04,1.00E+00,q1_q17_dr25_koi,0.104,26,0.72,1.70E-10,1.70E-08,8.20E-04,6.60E-06,2.20E-05,3.00E-05,0.01,5405,88.79,-86.15,0.95,0.106,-0.076,0.9,0.037,-0.03,10.04,0.102,-0.27,464,53.98,-37.84,0.17,0.095,-0.092
2438502,K01003.01,8.361,23.04,6.30E-01,1.00E+00,q1_q17_dr25_koi,0.012,1353,1.86,2.40E-02,6.00E-01,9.60E-03,5.60E-08,7.30E-08,4.70E-11,0.151,5445,46.05,-53.32,1.4,0.281,-0.296,1.01,0.076,-0.05,10.01,0.074,-0.095,2144,429.07,-451.88,0.37,0.034,-0.058
2309585,K01004.01,1.839,4.34,2.10E-05,1.00E+00,q1_q17_dr25_koi,0.092,1592,4,4.00E-56,1.90E-34,4.80E-30,7.70E-19,1.90E-26,2.40E-36,0.047,5362,115.12,-70.72,0.85,0.075,-0.069,0.85,0.053,-0.063,9.88,0.202,-0.449,946,86.38,-81.37,0.08,0.112,-0.061
5780460,K01005.01,35.618,5.23,1.00E-03,1.00E+00,q1_q17_dr25_koi,0.066,244,0.5,2.90E-09,2.00E-63,1.00E-03,1.40E-29,1.30E-64,3.10E-08,0.061,5081,83.39,-88.86,0.79,0.046,-0.046,0.81,0.039,-0.046,9.93,0.192,-0.506,865,55,-53.79,0.17,0.089,-0.107
5738346,K01006.01,30.611,21.05,9.70E-01,1.00E+00,q1_q17_dr25_koi,0.026,1227,0.5,1.40E-02,2.80E-02,5.60E-01,2.90E-02,1.60E-01,1.80E-01,0.338,4001,110.33,-77.97,0.57,0.039,-0.057,0.59,0.042,-0.061,9.87,0.225,-0.499,364,36.86,-48.02,0.17,0.168,-0.104
1725016,K01007.01,7.407,2.31,2.00E-05,1.00E+00,q1_q17_dr25_koi,0.21,99,0.63,1.10E-10,7.40E-07,5.50E-06,1.90E-11,7.50E-22,1.10E-12,0.019,5923,104.37,-147.38,1.11,0.196,-0.13,1.06,0.08,-0.067,9.64,0.161,-0.36,1289,230.01,-157.04,0.39,0.066,-0.116
1722276,K01008.01,569.934,42.44,1.00E+00,1.00E+00,q1_q17_dr25_koi,0.001,1559,0.5,7.70E-01,1.70E-01,5.70E-02,6.70E-03,7.10E-04,5.60E-04,0.174,5529,47.84,-47.87,2.24,0.092,-0.149,1.25,0.048,-0.039,9.68,0.047,-0.065,1728,68.12,-111.1,0.37,0.039,-0.048
892772,K01009.01,5.092,1.08,5.30E-02,1.00E+00,q1_q17_dr25_koi,0.102,78,0.5,2.40E-36,1.50E-39,4.00E-03,6.70E-06,1.40E-08,4.40E-02,0.014,4824,96.11,-89.08,0.71,0.04,-0.054,0.73,0.047,-0.054,9.92,0.19,-0.42,526,33.93,-44.94,0.17,0.13,-0.118
5728283,K01011.01,6.198,22.09,8.30E-01,1.00E+00,q1_q17_dr25_koi,0.012,2376,0.5,1.50E-02,8.20E-01,1.40E-03,7.50E-12,2.40E-14,7.20E-18,0.202,5851,275.43,-268.19,1,0.182,-0.116,0.99,0.109,-0.084,9.62,0.243,-0.4,1331,264.9,-171.49,0.46,0.2,-0.221
10342041,K01155.01,0.934,31.34,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.001,68,0.6,0.00E+00,0.00E+00,0.00E+00,1.30E-78,8.50E-115,1.00E-143,0.327,5364,59.92,-86.15,0.88,0.078,-0.058,0.88,0.039,-0.041,9.93,0.182,-0.456,650,59.4,-45.32,0.27,0.045,-0.088
10514770,K01156.01,1.872,5.5,1.60E-01,1.00E+00,q1_q17_dr25_koi,0.057,904,0.5,5.30E-05,1.40E-02,1.00E-01,1.60E-02,2.80E-02,2.00E-04,0.063,5145,53.37,-57.17,0.8,0.046,-0.044,0.82,0.037,-0.042,9.94,0.178,-0.418,761,46.72,-44.41,0.1,0.043,-0.06
10342065,K01157.01,0.934,27.9,1.00E+00,0.00E+00,q1_q17_dr25_koi,0.006,37,1.89,0.00E+00,0.00E+00,0.00E+00,8.00E-86,2.20E-159,2.40E-220,0.317,5169,81.6,-101.65,0.81,0.054,-0.049,0.82,0.041,-0.047,9.94,0.174,-0.43,406,30.03,-26.52,0.22,0.085,-0.12
10352945,K01158.01,6.472,2.12,6.40E-03,9.90E-01,q1_q17_dr25_koi,0.216,83,1.53,5.70E-42,6.50E-68,3.20E-07,9.50E-16,1.20E-26,7.80E-20,0.018,5931,129.44,-115.5,1.08,0.178,-0.117,1.04,0.067,-0.072,9.65,0.164,-0.379,1469,245.35,-165.66,0.14,0.09,-0.086
10354039,K01159.01,64.618,4.57,6.50E-02,1.00E+00,q1_q17_dr25_koi,0.088,256,0.5,1.50E-04,1.90E-02,4.50E-02,1.70E-04,2.00E-04,2.50E-04,0.056,4898,73.21,-54.66,0.75,0.031,-0.04,0.77,0.037,-0.04,9.93,0.182,-0.395,653,30.26,-36.84,0.09,0.093,-0.066
10330115,K01160.01,13.214,3.03,8.90E-05,1.00E+00,q1_q17_dr25_koi,0.193,201,0.5,5.10E-11,4.90E-07,8.70E-05,7.50E-09,5.40E-11,1.10E-06,0.035,5160,65.48,-64.72,0.8,0.047,-0.057,0.81,0.039,-0.05,9.94,0.175,-0.399,1057,67.1,-80.18,0.09,0.066,-0.063
10426656,K01161.01,6.057,1.95,1.50E-05,1.00E+00,q1_q17_dr25_koi,0.196,51,0.54,2.50E-12,6.10E-20,1.50E-05,7.80E-08,1.20E-10,8.40E-08,0.018,5430,63.59,-67.53,0.99,0.111,-0.088,0.91,0.035,-0.03,10.03,0.1,-0.249,721,81.19,-64.59,0.42,0.073,-0.074
10426656,K01161.02,10.937,2.34,1.70E-03,1.00E+00,q1_q17_dr25_koi,0.214,114,1.32,7.60E-05,1.30E-03,2.20E-04,1.10E-06,6.30E-06,2.90E-06,0.022,5421,68.96,-67.83,0.97,0.089,-0.076,0.91,0.038,-0.032,10.02,0.108,-0.267,708,66.72,-56.21,0.41,0.075,-0.075
10426656,K01161.03,2.971,1.52,1.50E-05,1.00E+00,q1_q17_dr25_koi,0.151,43,0.9,2.90E-12,2.60E-19,8.70E-06,1.80E-08,1.90E-09,6.50E-06,0.014,5425,66.9,-64.53,0.99,0.124,-0.089,0.91,0.036,-0.03,10.04,0.094,-0.243,723,93.04,-66.33,0.42,0.074,-0.072
10528068,K01162.01,158.685,3.05,3.00E-06,1.00E+00,q1_q17_dr25_koi,0.186,64,0.87,2.70E-06,1.00E-07,1.50E-07,1.80E-12,8.20E-09,5.50E-13,0.027,5855,68.1,-58.57,1.04,0.105,-0.1,0.96,0.05,-0.049,9.8,0.115,-0.282,420,43.4,-41.03,0.04,0.06,-0.031
